5.240000000000000213e-01,5.240000000000000213e-01,5.240000000000000213e-01,5.240000000000000213e-01
5.270000000000000240e-01,5.040000000000000036e-01,5.220000000000000195e-01,5.709999999999999520e-01
5.370000000000000329e-01,4.510000000000000120e-01,5.170000000000000151e-01,7.009999999999999565e-01
5.550000000000000488e-01,3.739999999999999991e-01,5.050000000000000044e-01,8.890000000000000124e-01
5.849999999999999645e-01,2.819999999999999729e-01,4.849999999999999867e-01,1.114000000000000101e+00
6.330000000000000071e-01,1.769999999999999907e-01,4.570000000000000173e-01,1.358999999999999986e+00
7.149999999999999689e-01,6.099999999999999867e-02,4.229999999999999871e-01,1.612000000000000099e+00
8.589999999999999858e-01,-6.300000000000000044e-02,3.830000000000000071e-01,1.848999999999999977e+00
1.110999999999999988e+00,-1.749999999999999889e-01,3.400000000000000244e-01,2.031000000000000139e+00
1.550999999999999934e+00,-2.520000000000000018e-01,3.069999999999999951e-01,2.137000000000000011e+00
2.124000000000000110e+00,-2.510000000000000009e-01,3.069999999999999951e-01,2.137000000000000011e+00
2.559000000000000163e+00,-1.739999999999999880e-01,3.390000000000000235e-01,2.032000000000000028e+00
2.807999999999999829e+00,-5.999999999999999778e-02,3.770000000000000018e-01,1.852999999999999980e+00
2.951000000000000068e+00,6.700000000000000400e-02,4.129999999999999782e-01,1.618999999999999995e+00
3.032000000000000028e+00,1.839999999999999969e-01,4.440000000000000058e-01,1.368000000000000105e+00
3.080000000000000071e+00,2.889999999999999791e-01,4.719999999999999751e-01,1.124000000000000110e+00
3.109999999999999876e+00,3.800000000000000044e-01,4.929999999999999938e-01,8.990000000000000213e-01
3.129000000000000004e+00,4.560000000000000164e-01,5.070000000000000062e-01,7.099999999999999645e-01
3.137999999999999901e+00,5.080000000000000071e-01,5.140000000000000124e-01,5.789999999999999591e-01
3.141999999999999904e+00,5.270000000000000240e-01,5.160000000000000142e-01,5.320000000000000284e-01
