-2.186999999999999833e+00,5.600000000000000533e-01,7.760000000000000231e-01,1.522000000000000020e+00
-2.190999999999999837e+00,5.580000000000000515e-01,7.770000000000000240e-01,1.528000000000000025e+00
-2.201999999999999957e+00,5.530000000000000471e-01,7.800000000000000266e-01,1.544999999999999929e+00
-2.221999999999999975e+00,5.460000000000000409e-01,7.840000000000000302e-01,1.570999999999999952e+00
-2.250000000000000000e+00,5.360000000000000320e-01,7.910000000000000364e-01,1.606999999999999984e+00
-2.289000000000000146e+00,5.250000000000000222e-01,8.010000000000000453e-01,1.651000000000000023e+00
-2.339999999999999858e+00,5.130000000000000115e-01,8.120000000000000551e-01,1.699999999999999956e+00
-2.403000000000000025e+00,5.000000000000000000e-01,8.259999999999999565e-01,1.750000000000000000e+00
-2.471999999999999975e+00,4.899999999999999911e-01,8.389999999999999680e-01,1.794999999999999929e+00
-2.545999999999999819e+00,4.809999999999999831e-01,8.519999999999999796e-01,1.832000000000000073e+00
-2.625000000000000000e+00,4.739999999999999769e-01,8.639999999999999902e-01,1.862999999999999989e+00
-2.708000000000000185e+00,4.689999999999999725e-01,8.739999999999999991e-01,1.887000000000000011e+00
-2.794999999999999929e+00,4.650000000000000244e-01,8.810000000000000053e-01,1.903000000000000025e+00
-2.883999999999999897e+00,4.640000000000000235e-01,8.850000000000000089e-01,1.911999999999999922e+00
-2.963000000000000078e+00,4.630000000000000226e-01,8.860000000000000098e-01,1.913999999999999924e+00
-3.027000000000000135e+00,4.640000000000000235e-01,8.850000000000000089e-01,1.911000000000000032e+00
-3.076999999999999957e+00,4.650000000000000244e-01,8.820000000000000062e-01,1.907000000000000028e+00
-3.112000000000000099e+00,4.660000000000000253e-01,8.800000000000000044e-01,1.901999999999999913e+00
-3.132000000000000117e+00,4.660000000000000253e-01,8.790000000000000036e-01,1.897999999999999909e+00
-3.138999999999999790e+00,4.670000000000000262e-01,8.780000000000000027e-01,1.897000000000000020e+00
