9.529999999999999583e-01,-1.070000000000000062e+00,-9.709999999999999742e-01,-1.078000000000000069e+00
9.529999999999999583e-01,-1.066000000000000059e+00,-9.699999999999999734e-01,-1.082000000000000073e+00
9.529999999999999583e-01,-1.056000000000000050e+00,-9.669999999999999707e-01,-1.096000000000000085e+00
9.529999999999999583e-01,-1.038999999999999924e+00,-9.629999999999999671e-01,-1.118000000000000105e+00
9.529999999999999583e-01,-1.014999999999999902e+00,-9.559999999999999609e-01,-1.147999999999999909e+00
9.529999999999999583e-01,-9.849999999999999867e-01,-9.479999999999999538e-01,-1.185000000000000053e+00
9.529999999999999583e-01,-9.489999999999999547e-01,-9.370000000000000551e-01,-1.227999999999999980e+00
9.529999999999999583e-01,-9.080000000000000293e-01,-9.230000000000000426e-01,-1.274000000000000021e+00
9.529999999999999583e-01,-8.669999999999999929e-01,-9.080000000000000293e-01,-1.316999999999999948e+00
9.529999999999999583e-01,-8.269999999999999574e-01,-8.920000000000000151e-01,-1.356999999999999984e+00
9.529999999999999583e-01,-7.870000000000000329e-01,-8.750000000000000000e-01,-1.393000000000000016e+00
9.529999999999999583e-01,-7.479999999999999982e-01,-8.569999999999999840e-01,-1.427000000000000046e+00
9.529999999999999583e-01,-7.099999999999999645e-01,-8.379999999999999671e-01,-1.455999999999999961e+00
9.529999999999999583e-01,-6.730000000000000426e-01,-8.179999999999999494e-01,-1.483000000000000096e+00
9.529999999999999583e-01,-6.410000000000000142e-01,-8.000000000000000444e-01,-1.502999999999999892e+00
9.529999999999999583e-01,-6.149999999999999911e-01,-7.840000000000000302e-01,-1.516999999999999904e+00
9.519999999999999574e-01,-5.959999999999999742e-01,-7.720000000000000195e-01,-1.526999999999999913e+00
9.519999999999999574e-01,-5.819999999999999618e-01,-7.630000000000000115e-01,-1.534000000000000030e+00
9.519999999999999574e-01,-5.739999999999999547e-01,-7.570000000000000062e-01,-1.538000000000000034e+00
9.519999999999999574e-01,-5.709999999999999520e-01,-7.560000000000000053e-01,-1.538999999999999924e+00
