-1.000000000000000021e-03,-8.890000000000000124e-01,-1.030999999999999917e+00,-1.614000000000000101e+00
-1.000000000000000021e-03,-8.890000000000000124e-01,-1.030000000000000027e+00,-1.612999999999999989e+00
-1.000000000000000021e-03,-8.880000000000000115e-01,-1.028000000000000025e+00,-1.608999999999999986e+00
-1.000000000000000021e-03,-8.880000000000000115e-01,-1.024000000000000021e+00,-1.602000000000000091e+00
-1.000000000000000021e-03,-8.870000000000000107e-01,-1.018999999999999906e+00,-1.592999999999999972e+00
-1.000000000000000021e-03,-8.860000000000000098e-01,-1.012999999999999901e+00,-1.580000000000000071e+00
-1.000000000000000021e-03,-8.860000000000000098e-01,-1.004999999999999893e+00,-1.564000000000000057e+00
-1.000000000000000021e-03,-8.860000000000000098e-01,-9.969999999999999973e-01,-1.544999999999999929e+00
-1.000000000000000021e-03,-8.860000000000000098e-01,-9.879999999999999893e-01,-1.526000000000000023e+00
-1.000000000000000021e-03,-8.870000000000000107e-01,-9.799999999999999822e-01,-1.506000000000000005e+00
-1.000000000000000021e-03,-8.870000000000000107e-01,-9.719999999999999751e-01,-1.485999999999999988e+00
-1.000000000000000021e-03,-8.890000000000000124e-01,-9.649999999999999689e-01,-1.465999999999999970e+00
-1.000000000000000021e-03,-8.900000000000000133e-01,-9.569999999999999618e-01,-1.445000000000000062e+00
-1.000000000000000021e-03,-8.920000000000000151e-01,-9.499999999999999556e-01,-1.423999999999999932e+00
-1.000000000000000021e-03,-8.930000000000000160e-01,-9.439999999999999503e-01,-1.405999999999999917e+00
-1.000000000000000021e-03,-8.950000000000000178e-01,-9.389999999999999458e-01,-1.391000000000000014e+00
-1.000000000000000021e-03,-8.960000000000000187e-01,-9.360000000000000542e-01,-1.377999999999999892e+00
-1.000000000000000021e-03,-8.980000000000000204e-01,-9.330000000000000515e-01,-1.368999999999999995e+00
-1.000000000000000021e-03,-8.980000000000000204e-01,-9.320000000000000506e-01,-1.364000000000000101e+00
-1.000000000000000021e-03,-8.990000000000000213e-01,-9.310000000000000497e-01,-1.362000000000000099e+00
